type,title,director,country,date_added,release_year,rating,duration,Action & Adventure,Anime Features,Anime Series,British TV Shows,Children & Family Movies,Classic & Cult TV,Classic Movies,Comedies,Crime TV Shows,Cult Movies,Documentaries,Docuseries,Dramas,Faith & Spirituality,Horror Movies,Independent Movies,International Movies,International TV Shows,Kids' TV,Korean TV Shows,LGBTQ Movies,Movies,Music & Musicals,Reality TV,Romantic Movies,Romantic TV Shows,Sci-Fi & Fantasy,Science & Nature TV,Spanish-Language TV Shows,Sports Movies,Stand-Up Comedy,Stand-Up Comedy & Talk Shows,TV Action & Adventure,TV Comedies,TV Dramas,TV Horror,TV Mysteries,TV Sci-Fi & Fantasy,TV Shows,TV Thrillers,Teen TV Shows,Thrillers
TV Show,Legends of Strength,Unknown,United States,"January 18, 2019",2017,TV-PG,1 Season,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Legion,Scott Stewart,United States,"November 1, 2019",2010,R,100 min,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV Show,Lego Friends,Unknown,Unknown," February 1, 2019",2017,TV-G,3 Seasons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV Show,Lego Friends: Girls on a Mission,"Andrew Tan, Stephen Murray",Denmark,"February 1, 2019",2018,TV-Y,1 Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,LEGO House - Home of the Brick,"Anders Falck, Stinus Morell Vithner",Unknown,"June 15, 2018",2018,TV-G,48 min,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,LEGO Ninjago: Masters of Spinjitzu: Day of the Departed,Unknown,"Denmark, China","February 1, 2019",2016,TV-Y7-FV,44 min,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV Show,Leo & Tig,Unknown,Unknown,"August 20, 2018",2017,TV-Y,1 Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Leo the Lion,Mario Cambi,"United States, Italy","December 20, 2015",2013,TV-Y7-FV,78 min,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,"Les Bleus - Une autre histoire de France, 1996-2016","Pascal Blanchard, Sonia Dauger, David Dietz",France,"March 15, 2017",2016,TV-MA,103 min,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Let There Be Light,John Huston,United States,"March 31, 2017",1946,TV-PG,58 min,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV Show,Leyla and Mecnun,Onur Ünlü,Turkey,"April 15, 2017",2014,TV-MA,3 Seasons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Movie,Lez Bomb,Jenna Laurenzo,United States,"February 7, 2019",2018,TV-14,90 min,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV Show,License to Drill: Louisiana,Unknown,Canada,"October 2, 2019",2014,TV-PG,1 Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Life After Beth,Jeff Baena,United States,"July 21, 2018",2014,R,89 min,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Life in the Doghouse,Ron Davis,United States,"June 1, 2019",2018,TV-PG,83 min,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV Show,Life on Location,Unknown,United States,"April 22, 2015",2009,TV-G,1 Season,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV Show,Life Story,Unknown,United Kingdom,"June 20, 2016",2014,TV-14,1 Season,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Lifechanger,Justin McConnell,Canada,"May 28, 2019",2018,TV-MA,84 min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Movie,Lifeline,Johnnie To,Hong Kong,"August 16, 2018",1997,TV-14,104 min,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Like Arrows,Kevin Peeples,United States,"May 6, 2019",2018,TV-PG,99 min,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Like Water for Chocolate,Alfonso Arau,Mexico,"November 1, 2019",1992,R,105 min,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Lila & Eve,Charles Stone III,United States,"February 6, 2016",2015,R,94 min,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TV Show,Limmy's Show!,Unknown,United Kingdom," October 1, 2019",2012,TV-MA,2 Seasons,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Movie,Lincoln,Steven Spielberg,"United States, India","February 21, 2018",2012,PG-13,150 min,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Lion's Heart,Karim El Sobky,Egypt,"May 9, 2019",2013,TV-14,111 min,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Listen Up! The Lives of Quincy Jones,Ellen Weissbrod,Unknown,"November 1, 2019",1990,TV-14,116 min,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Little Dragon Maiden,Hua Shan,Hong Kong,"August 1, 2018",1983,TV-14,92 min,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Little Lunch: The Halloween Horror Story,Tim Bartley,Australia,"March 15, 2018",2016,TV-Y7,23 min,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Little Lunch: The Nightmare Before Graduation,Robyn Butler,Australia,"March 15, 2018",2016,TV-Y7,25 min,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Little Men,Ira Sachs,"United States, Greece, Brazil","January 12, 2017",2016,PG,85 min,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Little Nicky,Steve Brill,United States,"December 1, 2020",2000,PG-13,90 min,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Little Singham aur Kaal ka Mahajaal,Prakash Satam,Unknown,"December 1, 2018",2018,TV-Y7-FV,68 min,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Little Singham Bandarpur Mein Hu Ha Hu,Unknown,Unknown,"July 11, 2019",2019,TV-Y7,67 min,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Little Singham in London,Prakash Satam,Unknown,"April 22, 2019",2019,TV-Y7,66 min,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Little Sister,Zach Clark,United States,"January 14, 2017",2016,NR,91 min,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV Show,Liv and Maddie,Unknown,United States,"April 23, 2017",2017,TV-G,4 Seasons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Movie,Lizzie Borden Took an Ax,Nick Gomez,United States,"July 25, 2016",2014,TV-14,87 min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Movie,Lo and Behold: Reveries of the Connected World,Werner Herzog,United States,"December 23, 2016",2016,PG-13,98 min,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV Show,Lo que la verdad esconde: El caso Asunta (Operacion Nenúfar),Unknown,Spain,"February 1, 2019",2017,TV-14,1 Season,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV Show,Lo que la vida me robó,Unknown,Mexico,"December 31, 2017",2013,TV-14,1 Season,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,"Lock, Stock and Two Smoking Barrels",Guy Ritchie,United Kingdom,"January 1, 2019",1998,R,108 min,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Locke,Steven Knight,"United Kingdom, United States","July 15, 2018",2013,R,85 min,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Lockout,"James Mather, Steve Saint Leger","France, United States","May 7, 2020",2012,PG-13,95 min,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Loco Love,"Fernando Sariñana, José Luis Gutiérrez",Mexico,"July 30, 2017",2017,TV-MA,103 min,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Logan's Run,Michael Anderson,United States,"November 1, 2019",1976,PG,118 min,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV Show,LoliRock,Unknown,"South Korea, France"," May 1, 2018",2016,TV-Y,2 Seasons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Lolita,Stanley Kubrick,"United Kingdom, United States","November 1, 2019",1962,R,153 min,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV Show,London Spy,Jakob Verbruggen,United Kingdom,"March 31, 2017",2015,TV-MA,1 Season,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Long Time Running,"Jennifer Baichwal, Nicholas de Pencier",Canada,"November 12, 2017",2017,TV-14,96 min,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,"Look Out, Officer",Sze Yu Lau,Hong Kong,"August 16, 2018",1990,TV-14,88 min,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Look Who's Back,David Wnendt,Germany,"April 9, 2016",2015,NR,116 min,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Lorai: Play to Live,Parambrata Chatterjee,India,"September 1, 2017",2015,TV-14,155 min,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TV Show,Los 10 años de Peter Capusotto,Unknown,Unknown,"June 29, 2018",2015,TV-MA,1 Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Movie,Los Niños Héroes de Chapultepec,Ignacio López Escrivá,Unknown,"December 15, 2017",2017,TV-14,88 min,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV Show,Los tiempos de Pablo Escobar,Alessandro Angulo,Colombia,"August 1, 2018",2012,TV-14,1 Season,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Losing Sight of Shore,Sarah Moshman,"United States, Australia, Samoa, United Kingdom","May 1, 2017",2017,TV-14,92 min,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TV Show,Lost Girl,Unknown,Canada," April 17, 2016",2015,TV-14,5 Seasons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
TV Show,Love Cuisine,Unknown,Taiwan,"August 1, 2016",2015,TV-MA,1 Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Movie,Love Dot Com: The Social Experiment,Charneice Fox,United States,"February 17, 2020",2019,TV-MA,98 min,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Love In A Puff,Pang Ho-cheung,Hong Kong,"August 1, 2018",2010,TV-MA,103 min,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Love Ni Bhavai,Saandeep Patel,India,"May 1, 2018",2017,TV-14,163 min,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Love on Delivery,Stephen Chow,Hong Kong,"August 16, 2018",1994,TV-14,93 min,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV Show,Love Rain,Unknown,South Korea,"May 1, 2018",2012,TV-PG,1 Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV Show,Love Rhythms - Accidental Daddy,Unknown,Unknown,"June 18, 2018",2016,TV-MA,1 Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Movie,Love Shot,Steven Fine,United States,"July 15, 2019",2018,TV-MA,77 min,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Movie,Love Station,Ahmad Samir Farag,Egypt,"April 25, 2019",2011,TV-14,97 min,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Love You... Love You Not,Sridhar Jetty,Indonesia,"January 5, 2019",2015,TV-14,115 min,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV Show,Love Your Garden,Unknown,United Kingdom,"July 26, 2019",2013,TV-G,1 Season,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,"Love, Rosie",Christian Ditter,"Germany, United Kingdom","November 20, 2019",2014,R,103 min,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,LoveTrue,Alma Har'el,United States,"May 7, 2017",2016,TV-MA,82 min,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Loving Annabelle,Katherine Brooks,United States,"July 1, 2018",2006,TV-MA,77 min,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Loving You,Johnnie To,Hong Kong,"August 16, 2018",1995,TV-14,79 min,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Lucha: Playing the Impossible,Ana Quiroga,Argentina,"July 15, 2018",2016,TV-PG,98 min,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TV Show,Lucky Days,Unknown,China,"September 1, 2016",2010,TV-PG,1 Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Movie,Lucky: No Time for Love,"Radhika Rao, Vinay Sapru",India,"November 15, 2017",2005,TV-14,131 min,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Lupt,Prabhuraj,India,"April 5, 2019",2018,TV-14,110 min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Movie,Lusers,Ticoy Rodriguez,"Argentina, Chile, Peru","July 15, 2016",2015,TV-MA,100 min,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Ma Chu Ka,Jayan Vannery,India,"July 1, 2018",2017,TV-14,117 min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Movie,Maacher Jhol,Pratim D. Gupta,"India, France","January 1, 2018",2017,TV-PG,107 min,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Mac & Devin Go to High School,Dylan C. Brown,United States,"April 20, 2016",2012,R,76 min,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Macchli Jal Ki Rani Hai,Debaloy Dey,India,"October 15, 2017",2014,TV-MA,118 min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Mad Max,George Miller,"Australia, United States","August 1, 2020",1979,R,93 min,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV Show,Mad Men,Unknown,United States," March 22, 2015",2014,TV-14,7 Seasons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Movie,Mad Money,"Callie Khouri, Jesse V. Johnson",United States,"November 1, 2019",2008,PG-13,99 min,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Mad Ron's Prevues from Hell,Jim Monaco,United States,"November 1, 2010",1987,NR,84 min,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Mad World,Chun Wong,Hong Kong,"September 20, 2018",2016,TV-MA,102 min,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Madaari,Nishikant Kamat,India,"February 17, 2017",2016,TV-14,134 min,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Maddman: The Steve Madden Story,Ben Patterson,United States,"January 1, 2018",2017,TV-MA,78 min,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Madre,Aaron Burns,Chile,"August 26, 2017",2016,TV-MA,95 min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TV Show,Maggie & Bianca: Fashion Friends,Iginio Straffi,Italy,"March 31, 2019",2017,TV-Y7,1 Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TV Show,Magi: Adventure of Sinbad,Unknown,Japan,"July 14, 2016",2016,TV-14,1 Season,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Magic Snowflake,Luc Vinciguerra,"France, Belgium","December 20, 2015",2013,TV-Y,73 min,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Magnetic,Thierry Donard,France,"June 12, 2020",2018,TV-14,110 min,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Magnus,Benjamin Ree,Norway,"February 22, 2017",2016,TV-PG,75 min,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie,Mahabharat,Amaan Khan,India,"August 1, 2018",2013,TV-14,119 min,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV Show,Maharakshak Devi,Unknown,India,"April 15, 2017",2015,TV-14,1 Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TV Show,Maharakshak: Aryan,Unknown,India,"April 1, 2017",2014,TV-14,1 Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TV Show,Mahi Way,Unknown,India,"March 1, 2018",2010,TV-14,1 Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Movie,Mahjong Heroes,Li Pei-Chuan,Hong Kong,"August 16, 2018",1981,TV-PG,92 min,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV Show,Mahmut & Meryem,Unknown,"Turkey, Azerbaijan","December 26, 2016",2013,TV-14,1 Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Movie,Maine Pyaar Kyun Kiya,David Dhawan,India,"December 31, 2019",2005,TV-14,137 min,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
